bus_name,bus_rating,loc_latitude,loc_longitude
Jimmy John's,4,35.3018420000000006,-80.749052000000006
Starbucks,3.5,35.2265140000000017,-80.843315000000004
Bad Daddys Burger Bar,3.5,35.3753645000000034,-80.7338692000000009
Queen City Q,3.5,35.0282288523000034,-80.8509961143000027
Showmars,3.5,35.4178730000000002,-80.6774779999999936
Crunch Bistro,4.5,35.1523850999999965,-80.832125199999993
Donatos Pizza,3.5,35.3425724000000017,-80.7708508000000052
Picasso's Sports Cafe,3.5,35.2270941000000022,-80.8462741000000022
Great Harvest Bread,4.5,35.2068450000000013,-80.8352419999999938
Moe's Southwest Grill,3.5,35.1381390000000025,-80.9353940000000023
Cafeccino,4,35.3404438999999968,-80.7653197000000063
Penn Station East Coast Subs,3.5,35.1611282000000003,-80.8493172999999956
Tony's Pizza,4,35.3177877999999978,-80.7725104999999957
Cinnaholic,4.5,35.2241464000000022,-81.0360369999999932
MOD Pizza,4,35.0398351999999988,-80.8466382999999951
Caribou Coffee,4.5,35.2277770000000032,-80.8428820999999971
YAFO Kitchen,4.5,35.2211163999999997,-80.8155026000000021
KFC,3.5,35.4827000000000012,-80.8787999999999982
Caribou Coffee,3.5,35.0878283999999994,-80.8454085000000049
Waffle House,3.5,35.2693129000000027,-81.1465589000000023
Arby's,3.5,35.1427693999999988,-80.7412609999999944
American Deli,4,35.2355099999999979,-80.7354559999999992
Luigi's Pizza,3.5,35.2090839999999972,-80.8579519999999974
The Common Market,4.5,35.2189339000000032,-80.8117172000000039
Little Big Burger,4,35.372695987500002,-80.7887308444999945
Subway Restaurants,3.5,35.443091299999999,-80.8601354000000043
Caribou Coffee,4,35.340020899999999,-80.7654857999999933
Yoshi's Grill,3.5,35.2271100000000033,-80.8435099999999949
Pinky's Westside Grill,4,35.2291284000000005,-80.8674637999999959
City Barbeque,3.5,35.1342254999999994,-80.7375303000000031
Tropical Smoothie Cafe,4,35.0620825694999994,-80.7731244466999954
Cook Out,4.5,35.186078000000002,-80.8858550000000065
Brixx Wood Fired Pizza,3.5,35.2273939999999968,-80.8390050000000002
Crispy Banh Mi,4.5,35.1680047999999985,-80.8765329000000008
Chicken Salad Chick,4,35.3753316948000034,-80.7337565472000023
Penn Station East Coast Subs,4.5,35.0540563878000029,-80.7730631999999957
Chick-fil-A,4,35.4382854999999992,-80.6058057000000048
Food Lion,4,35.1394828999999973,-80.6842644000000035
Showmars - Charlotte,3.5,35.1991854999999987,-80.8417144000000008
Papa Murphy's,4,35.2966598000000005,-80.7377829999999932
Mi Pueblo Mexican Grill,3.5,35.1399510999999976,-80.735256899999996
China Garden,3.5,35.2524514999999994,-80.6575322999999997
Starbucks,3.5,35.1770289999999974,-80.7999290000000059
McAlister's Deli,4,35.0822860000000034,-80.8773630000000026
Which Wich,3.5,35.0562931999999989,-80.8354001000000011
Morazan Restaurant,3.5,35.2135893618999987,-80.7712170649000001
Starbucks,3.5,35.3226659999999981,-80.9455559999999963
Five Guys,4,35.348120999999999,-80.8585060000000055
Sub Station II,4,35.2132244000000014,-80.8182756000000069
Starbucks,3.5,35.2336302427999968,-80.8505080000000049
Coaltrane's Char Grill,3.5,35.225379199999999,-80.8419643999999948
Steak 'n Hoagie Shop,4.5,35.1942153218000016,-80.8724895012999951
Zoes Kitchen,3.5,35.2134002000000024,-80.8351045056000004
McAlister's Deli,3.5,35.1160950000000014,-80.8242740000000026
Jimmy John's,4,35.3409414999999996,-80.769784400000006
Greco Fresh Grille,4.5,35.1051116000000007,-80.9872993999999977
El Valle Mexican Restaurant,3.5,35.1866502049999994,-80.6872467943999965
Jim 'N Nick's Bar-B-Q,4,35.1050414819000025,-80.9898836505000048
Hawthorne's NY Pizza & Bar,4,35.3721137904000003,-80.7829607676000023
Wayside Family Restaurant,3.5,35.4191007000000013,-80.5716416000000066
Chicken Salad Chick,3.5,35.2265793999999985,-80.8428142000000065
Pasta & Provisions,5,35.2175076999999987,-80.8640915000000007
Jason's Deli,3.5,35.4431597482999976,-80.8835960146000019
Tacos El Nevado,4,35.2126963999999987,-80.7635077999999993
Cluck 'N Cup,5,35.2181580000000025,-80.8567259999999948
Sub Station II,4,35.1801594000000009,-80.9291980999999936
Lempira Restaurant,4,35.2581580000000017,-80.7777908999999994
Food Lion,4.5,35.2814041999999972,-81.0476335000000034
Blynk Organic,3.5,35.2263267000000013,-80.8429359000000005
Hardee's,3.5,35.2541101999999995,-81.0435939000000047
Waterbean Coffee,4.5,35.2312743999999967,-80.8368490000000008
Cuzzo's Cuisine,4,35.2452198706000033,-80.8842159434999957
Freddy's Frozen Custard & Steakburgers,4,35.3743725775999991,-80.7249820400000004
Marco's Pizza,3.5,35.4111295000000013,-80.6640339000000068
Ben & Jerry's,4,35.4462538000000009,-80.879158799999999
Tropical Smoothie Cafe,3.5,35.2124400000000009,-80.8353929999999963
Laurel Market,4.5,35.2021771000000001,-80.8242192000000017
Waterbean Coffee,4.5,35.212542599999999,-80.8356906000000066
Tandur Indian Kitchen,3.5,35.1573996999999991,-80.8242228999999952
Tropical Smoothie Cafe,5,35.0097445103000027,-80.5638797209000046
131 MAIN Restaurant,4.5,35.1503039999999984,-80.8405704999999983
LongHorn Steakhouse,3.5,35.4414549999999977,-80.8661589999999961
Smashburger,3.5,35.0608312999999967,-80.8142912999999936
LongHorn Steakhouse,3.5,35.2619021000000004,-81.1341213000000039
Undercurrent Coffee,4.5,35.2182699999999969,-80.8118000000000052
Long Creek Fish Fry,3.5,35.3125250000000008,-81.1578190000000035
Chick-fil-A,3.5,35.352552799999998,-80.8511888000000027
Don Pedro Mexican Restaurant,3.5,35.2944055999999975,-80.7425316000000066
Jim 'N Nick's Bar-B-Q,4,35.3683879000000019,-80.7120426000000037
Blaze Fast-Fire'd Pizza,4,35.2128394436999983,-80.8588018672000004
Hubee D's,4,35.197991100000003,-80.8262150999999989
Penn Station East Coast Subs,4,35.0519470999999996,-80.7707505000000054
The Smoke Pit,4.5,35.4219555000000028,-80.6144355999999931
China Go Go,4.5,35.0939960999999983,-80.8671341999999953
Chicken Box Cafe,3.5,35.2803990000000027,-80.7940360000000055
Starbucks,4,35.337572999999999,-80.7575290000000052
Starbucks,3.5,35.1846473849000034,-80.7586621028000025
Food Lion,3.5,35.3573913000000033,-80.8680935999999946
Tijuana Flats,4,35.199187000000002,-80.8414549999999963
Chick-fil-A,4,35.0838041000000018,-80.6596030000000042
Sushi 101,3.5,35.1717360000000028,-80.847091000000006
Chatpatay,4,35.086986600000003,-80.871765400000001
Viva Chicken,4,35.0507958999999971,-80.7672780000000046
Hwy 55 Burgers Shakes & Fries,3.5,35.0264213999999967,-80.7630651000000057
Bella Fresco,3.5,35.228694502499998,-80.8453284404999977
Greco Fresh Grille,4,35.1065190999999999,-80.8073691000000025
Tony's Pizza,3.5,35.1351220000000026,-80.7366679999999945
Ben & Jerry's,4,35.2034664999999976,-80.8243724000000014
Sunrise Restaurant,4,35.2117549999999966,-80.6938190000000048
City Barbeque,4,35.0433965659999984,-80.8479089721000008
McAlister's Deli,3.5,35.1366022561999998,-80.9365071077999971
Texas Roadhouse,3.5,35.2687269999999984,-81.1461390000000051
Duckworth's Grill & Taphouse,3.5,35.2292399999999972,-80.8397099999999966
Jason's Deli,3.5,35.3339910999999987,-80.791965200000007
Dilworth Coffee,4,35.4126230000000035,-80.6644490000000047
Chex Grill & Wings,4,35.2395410000000027,-80.7977640000000008
McAlister's Deli,3.5,35.3404710000000009,-80.7652829999999966
Zoes Kitchen,4,35.1025330187000009,-80.9839822259999949
Bonefish Grill,3.5,35.3705843999999985,-80.7219180999999963
Firehouse Subs,4,35.133897300000001,-80.709939300000002
China Garden,4,35.3705004999999986,-80.547989599999994
Chex Grill & Wings,5,35.4327048000000033,-80.6058916000000067
Midwood Smokehouse,4.5,35.4439252999999965,-80.8813987999999995
QDOBA Mexican Eats,3.5,35.0230604998999979,-80.8486180007000002
Dairy Queen,3.5,35.1253689999999992,-80.7082209999999947
Firehouse Subs,3.5,35.1397072999999978,-80.9351594000000034
Great Harvest Bread,4,35.3368800000000007,-80.7547849999999983
Little Big Burger,4,35.0517546999999965,-80.774175299999996
Sunflour Baking Company,4,35.3216572034000009,-80.6596117839000044
Jimmy John's,4,35.3468627000000026,-80.843422700000005
Bruegger's Bagels,3.5,35.3121440000000035,-80.7450929999999971
Potbelly Sandwich Shop,4,35.2252470000000031,-80.8461800000000039
El Vallarta,4,35.0028182000000001,-80.5530030000000039
Ilios Noche,4,35.0532146127000033,-80.7704005293000051
Dilworth Coffee,4.5,35.4169291799999968,-80.6695175171000045
Famous Toastery,3.5,35.4052094876999988,-80.8670972405000015
Food Lion,4,35.3701209000000034,-80.6636438000000027
Five Guys,4,35.3665319999999994,-80.7092970000000065
Subway Restaurants,4,35.2121416000000025,-80.8336484999999954
Hickory Tavern,3.5,35.0711594476999977,-80.8441382944999987
Queen City Q,3.5,35.2272492999999969,-80.8386172999999957
LongHorn Steakhouse,3.5,35.0886094000000028,-80.8769960000000054
Picasso's Sports Cafe,3.5,35.2911355999999969,-80.7351850000000013
Mi Pueblo Mexican Grill,3.5,35.4178891999999976,-80.6756486999999964
Wolfman Pizza,4,35.176145499999997,-80.7996081000000004
Viva Chicken,4.5,35.0705846999999977,-80.844457300000002
QDOBA Mexican Eats,3.5,35.3037192210000015,-80.7493155508999934
Cook Out,4,35.3179344999999998,-80.7381907000000041
LongHorn Steakhouse,3.5,35.3174782999999977,-80.7783761000000027
Famous Toastery,4,35.310253000000003,-80.7493910000000028
Azteca Mexican Restaurant,3.5,35.3508307999999971,-80.8416711999999933
Firehouse Subs,3.5,35.3648079000000024,-80.7088518999999991
Papa Murphy's,4.5,35.0783713000000006,-80.6537390999999957
Luigi's Pizza,4,35.1458599847000031,-80.9364641874000057
Laurel Market,4,35.2142295000000018,-80.8549294999999972
Morazan Restaurant,3.5,35.1607449999999986,-80.8757480000000015
Food Lion,4,35.3844649999999987,-80.7846959999999967
Harper's Restaurant,4.5,35.2088005000000024,-80.840503499999997
Taxco Mexican Grill,3.5,35.2512039000000001,-81.0448664000000036
YAFO Kitchen,4.5,35.1565581318999989,-80.8243272453999992
Jersey Mike's Subs,3.5,35.3749899000000028,-80.7288042999999931
Hazelnuts Creperie,4.5,35.2277591000000001,-80.8381992999999994
Cook Out,3.5,35.2370364000000009,-80.8812656000000061
Jet's Pizza,4.5,35.0458300000000023,-80.6419350000000037
Carolina Beer Temple,4.5,35.1381489999999985,-80.9331130000000059
Lempira Restaurant,3.5,35.213923808399997,-80.7692369993999932
Duck Donuts,4.5,35.2026242000000025,-80.8444190999999961
The Sandwich Club,3.5,35.2246616999999986,-80.8461455000000058
Showmars,3.5,35.2250470000000035,-80.8426599999999951
Arby's,3.5,35.1439227999999986,-80.9308611999999954
Starbucks,3.5,35.3085502185999971,-80.7338285826999993
Waffle House,3.5,35.480125000000001,-80.6123864000000054
Starbucks,4,35.0531033999999977,-80.8490228000000002
Tony's Pizza,4.5,35.3575560000000024,-80.8681440000000009
Hawthorne's NY Pizza & Bar,4,35.1780436247000026,-80.7563600877000027
The Improper Pig,4,35.1766346432999981,-80.7996419533999983
Jersey Mike's Subs,4,35.2016127234999985,-80.8445799351000005
Waterbean Coffee,4.5,35.1517892000000032,-80.9507947999999971
Which Wich,4,35.2266604000000001,-80.8431913000000009
Honey Baked Ham Company,4,35.4848645000000005,-80.8788310999999993
Taco Bell,3.5,35.0841059999999985,-80.8789539999999931
Brooklyn's Pizzeria,3.5,35.3221100000000021,-80.6602769999999936
Firehouse Subs,4,35.0540033999999991,-80.7679291999999975
Just Fresh,3.5,35.2254513000000031,-80.8452769000000018
Blaze Fast-Fire'd Pizza,3.5,35.3753645000000034,-80.7338692000000009
Smashburger,3.5,35.1703765999999973,-80.8512498000000051
Domino's,3.5,35.3205678873000011,-80.6514380872000061
Firehouse Subs,3.5,35.0869776999999985,-80.871765400000001
Chicken King,3.5,35.1473152000000013,-80.7457358000000056
Taco Bell,4.5,35.3961079999999981,-80.6113720000000029
MOD Pizza,4,35.0989879999999985,-80.9889649999999932
The Improper Pig,3.5,35.0524308908999984,-80.773257139699993
Jin Jin,4,35.4077059000000034,-80.864968300000001
Famous Toastery,3.5,35.198558300000002,-80.8525254000000047
Bad Daddy's Burger Bar,4,35.4462860000000006,-80.8795350000000042
Jason's Deli,3.5,35.088330795600001,-80.8788888756999995
American Deli,3.5,35.1620259999999973,-80.874927999999997
Which Wich,3.5,35.2131096196999991,-80.8351922035000001
Jersey Mike's Subs,4,35.1167829999999981,-80.9621319999999969
Marco's Pizza,3.5,35.3154399758999986,-80.674300847400005
Metro Diner,4,35.1268870000000035,-80.7083070000000049
Brixx Wood Fired Pizza,3.5,35.2008135999999965,-80.8438119000000057
Jersey Mike's Subs,3.5,34.9548210000000026,-80.7600670000000065
MOD Pizza,4,35.1617199147000008,-80.9717849322999967
Kabob Grill,3.5,35.2030705000000026,-80.8457795000000061
Nova's Bakery,3.5,35.214078493099997,-80.8546889776000057
Moe's Southwest Grill,3.5,35.257456052000002,-81.1112601319999982
Sushi 101,3.5,35.0627250000000004,-80.773881700000004
Groucho's Deli,4,35.409357,-80.8615120000000047
Cantina 1511,3.5,35.2272901119999986,-80.8407104456999974
Cook Out,3.5,35.3960750000000033,-80.6120609999999971
Pita Pit,4,35.0631168999999971,-80.6331639999999936
Bad Daddys Burger Bar,3.5,35.2611752342999978,-81.1405124143000052
Food Lion,4,35.213121000000001,-80.690289000000007
Wayside Family Restaurant,4,35.4310370159999977,-80.6007950999999991
Chick-fil-A,3.5,35.3717299999999994,-80.7174949999999995
East Coast Wings & Grill,3.5,35.3475859999999997,-80.8586329999999975
Hawthorne's NY Pizza & Bar,3.5,35.1170566637999997,-80.8253911187999989
Zoes Kitchen,4,35.0346019810000016,-80.8084654110000002
Starbucks,3.5,35.3152529999999985,-80.6746980000000065
Crafty Burg'r,4,35.4817329548000018,-80.8558829634999938
Ruth's Chris Steak House,4,35.1503939999999986,-80.8394129999999933
Great Harvest Bread,3.5,35.4802050999999992,-80.8578655000000026
Shane's Rib Shack,4,35.3490893000000028,-80.8558105999999981
Inizio Pizza Napoletana,4.5,35.0663213999999996,-80.7724680999999975
Shane's Rib Shack,3.5,35.302106000000002,-80.7477599999999995
Pollo Campero,4,35.2354634735999994,-80.7386802882000012
Texas Roadhouse,3.5,35.1285359337000003,-80.7089330396999998
Hawthorne's NY Pizza & Bar,4,35.2158200000000008,-80.821622000000005
Char Bar No 7,3.5,35.0817029999999974,-80.7292889999999943
CAVA,4.5,35.4458820999999986,-80.8799563000000035
Food Lion,4,35.4830199000000022,-80.8600057000000021
Bonefish Grill,3.5,35.4449070000000006,-80.8784129999999948
Caribbean Hut,3.5,35.3171887000000027,-80.7391540999999933
Starbucks,3.5,35.0781059999999982,-80.8170790000000068
Which Wich,4,35.1718729999999979,-80.849031999999994
Hawthorne's NY Pizza & Bar,3.5,35.1753914000000023,-80.6547580999999951
Big Al's Pub & Grubberia,3.5,35.4761287999999979,-80.8899691999999959
Crispy Banh Mi,4.5,35.2367212999999992,-80.7765760000000057
China Go Go,4,35.3503227233999979,-80.8428878784000062
Just Fresh,3.5,35.2266604000000001,-80.8431913000000009
Brixx Wood Fired Pizza,3.5,35.4461709982000031,-80.8792769908999958
Firebirds Wood Fired Grill,4,35.352552799999998,-80.8511888000000027
Hardee's,3.5,35.4083094000000003,-80.8550333000000023
Las Meras Tortas,4.5,35.2041558000000023,-80.7381859999999989
Noodles & Company,3.5,35.3090197422000003,-80.7477977871999997
Chick-fil-A,3.5,35.0045386999999977,-80.5595318999999961
Nova's Bakery,3.5,35.2205766000000011,-80.8130258999999995
Bobbee O's BBQ,4,35.3380599999999987,-80.8240578999999997
2 Gals Kitchen,4,35.4201661206000011,-80.5904935264999978
Jimmy John's,3.5,35.4318292999999969,-80.6062220000000025
Domino's,3.5,35.1773181000000008,-80.7986049999999949
Chick-fil-A,3.5,35.3068072000000015,-80.7523168000000027
CO,4,35.1749590000000012,-80.848741700000005
Tijuana Flats,4,35.262667399999998,-81.1388271000000003
Teriyaki Madness,3.5,35.3402525999999995,-80.7649578999999989
Midwood Smokehouse,4.5,35.2210243999999975,-80.8148537000000005
Don Pedro Mexican Restaurant,3.5,35.0840929000000017,-80.8860734000000008
Kabob Grill,3.5,35.0611103000000028,-80.8172540000000055
Nothing But Noodles,3.5,35.0591130000000035,-80.8138000000000005
Dilworth Coffee,4,35.1522311000000016,-80.8318967999999956
Shane's Rib Shack,4,35.1281797999999981,-80.7010178000000025
The Pizza Peel,3.5,35.2200759999999988,-80.8119551000000058
Bruegger's Bagels,3.5,35.1245463875999988,-80.7085109301000045
Starbucks,4,35.442028999999998,-80.8570469999999943
Five Guys,4,35.4062674999999984,-80.8643533999999988
